"MTU (CET/CEST)","Area","Sequence","Day-ahead Price (EUR/MWh)","Intraday Period (CET/CEST)","Intraday Price (EUR/MWh)"
"01/11/2025 00:00:00 - 01/11/2025 00:15:00","BZN|FR","Sequence Sequence 2","24.79","",""
"01/11/2025 00:00:00 - 01/11/2025 00:15:00","BZN|FR","Without Sequence","24.79","",""
"01/11/2025 00:15:00 - 01/11/2025 00:30:00","BZN|FR","Sequence Sequence 2","33.12","",""
"01/11/2025 00:15:00 - 01/11/2025 00:30:00","BZN|FR","Without Sequence","33.12","",""
"01/11/2025 00:30:00 - 01/11/2025 00:45:00","BZN|FR","Sequence Sequence 2","14.96","",""
"01/11/2025 00:30:00 - 01/11/2025 00:45:00","BZN|FR","Without Sequence","14.96","",""
"01/11/2025 00:45:00 - 01/11/2025 01:00:00","BZN|FR","Sequence Sequence 2","5.75","",""
"01/11/2025 00:45:00 - 01/11/2025 01:00:00","BZN|FR","Without Sequence","5.75","",""
"01/11/2025 01:00:00 - 01/11/2025 01:15:00","BZN|FR","Sequence Sequence 2","20.62","",""
"01/11/2025 01:00:00 - 01/11/2025 01:15:00","BZN|FR","Without Sequence","20.62","",""
"01/11/2025 01:15:00 - 01/11/2025 01:30:00","BZN|FR","Sequence Sequence 2","15.58","",""
"01/11/2025 01:15:00 - 01/11/2025 01:30:00","BZN|FR","Without Sequence","15.58","",""
"01/11/2025 01:30:00 - 01/11/2025 01:45:00","BZN|FR","Sequence Sequence 2","16.47","",""
"01/11/2025 01:30:00 - 01/11/2025 01:45:00","BZN|FR","Without Sequence","16.47","",""
"01/11/2025 01:45:00 - 01/11/2025 02:00:00","BZN|FR","Sequence Sequence 2","9.09","",""
"01/11/2025 01:45:00 - 01/11/2025 02:00:00","BZN|FR","Without Sequence","9.09","",""
"01/11/2025 02:00:00 - 01/11/2025 02:15:00","BZN|FR","Sequence Sequence 2","18.45","",""
"01/11/2025 02:00:00 - 01/11/2025 02:15:00","BZN|FR","Without Sequence","18.45","",""
"01/11/2025 02:15:00 - 01/11/2025 02:30:00","BZN|FR","Sequence Sequence 2","11.75","",""
"01/11/2025 02:15:00 - 01/11/2025 02:30:00","BZN|FR","Without Sequence","11.75","",""
"01/11/2025 02:30:00 - 01/11/2025 02:45:00","BZN|FR","Sequence Sequence 2","10.42","",""
"01/11/2025 02:30:00 - 01/11/2025 02:45:00","BZN|FR","Without Sequence","10.42","",""
"01/11/2025 02:45:00 - 01/11/2025 03:00:00","BZN|FR","Sequence Sequence 2","10.77","",""
"01/11/2025 02:45:00 - 01/11/2025 03:00:00","BZN|FR","Without Sequence","10.77","",""
"01/11/2025 03:00:00 - 01/11/2025 03:15:00","BZN|FR","Sequence Sequence 2","14.47","",""
"01/11/2025 03:00:00 - 01/11/2025 03:15:00","BZN|FR","Without Sequence","14.47","",""
"01/11/2025 03:15:00 - 01/11/2025 03:30:00","BZN|FR","Sequence Sequence 2","12.07","",""
"01/11/2025 03:15:00 - 01/11/2025 03:30:00","BZN|FR","Without Sequence","12.07","",""
"01/11/2025 03:30:00 - 01/11/2025 03:45:00","BZN|FR","Sequence Sequence 2","10.58","",""
"01/11/2025 03:30:00 - 01/11/2025 03:45:00","BZN|FR","Without Sequence","10.58","",""
"01/11/2025 03:45:00 - 01/11/2025 04:00:00","BZN|FR","Sequence Sequence 2","7.68","",""
"01/11/2025 03:45:00 - 01/11/2025 04:00:00","BZN|FR","Without Sequence","7.68","",""
"01/11/2025 04:00:00 - 01/11/2025 04:15:00","BZN|FR","Sequence Sequence 2","12.68","",""
"01/11/2025 04:00:00 - 01/11/2025 04:15:00","BZN|FR","Without Sequence","12.68","",""
"01/11/2025 04:15:00 - 01/11/2025 04:30:00","BZN|FR","Sequence Sequence 2","6.65","",""
"01/11/2025 04:15:00 - 01/11/2025 04:30:00","BZN|FR","Without Sequence","6.65","",""
"01/11/2025 04:30:00 - 01/11/2025 04:45:00","BZN|FR","Sequence Sequence 2","6.21","",""
"01/11/2025 04:30:00 - 01/11/2025 04:45:00","BZN|FR","Without Sequence","6.21","",""
"01/11/2025 04:45:00 - 01/11/2025 05:00:00","BZN|FR","Sequence Sequence 2","10.25","",""
"01/11/2025 04:45:00 - 01/11/2025 05:00:00","BZN|FR","Without Sequence","10.25","",""
"01/11/2025 05:00:00 - 01/11/2025 05:15:00","BZN|FR","Sequence Sequence 2","11.83","",""
"01/11/2025 05:00:00 - 01/11/2025 05:15:00","BZN|FR","Without Sequence","11.83","",""
"01/11/2025 05:15:00 - 01/11/2025 05:30:00","BZN|FR","Sequence Sequence 2","9.91","",""
"01/11/2025 05:15:00 - 01/11/2025 05:30:00","BZN|FR","Without Sequence","9.91","",""
"01/11/2025 05:30:00 - 01/11/2025 05:45:00","BZN|FR","Sequence Sequence 2","10.43","",""
"01/11/2025 05:30:00 - 01/11/2025 05:45:00","BZN|FR","Without Sequence","10.43","",""
"01/11/2025 05:45:00 - 01/11/2025 06:00:00","BZN|FR","Sequence Sequence 2","11.30","",""
"01/11/2025 05:45:00 - 01/11/2025 06:00:00","BZN|FR","Without Sequence","11.30","",""
"01/11/2025 06:00:00 - 01/11/2025 06:15:00","BZN|FR","Sequence Sequence 2","14.01","",""
"01/11/2025 06:00:00 - 01/11/2025 06:15:00","BZN|FR","Without Sequence","14.01","",""
"01/11/2025 06:15:00 - 01/11/2025 06:30:00","BZN|FR","Sequence Sequence 2","12.77","",""
"01/11/2025 06:15:00 - 01/11/2025 06:30:00","BZN|FR","Without Sequence","12.77","",""
"01/11/2025 06:30:00 - 01/11/2025 06:45:00","BZN|FR","Sequence Sequence 2","13.01","",""
"01/11/2025 06:30:00 - 01/11/2025 06:45:00","BZN|FR","Without Sequence","13.01","",""
"01/11/2025 06:45:00 - 01/11/2025 07:00:00","BZN|FR","Sequence Sequence 2","12.51","",""
"01/11/2025 06:45:00 - 01/11/2025 07:00:00","BZN|FR","Without Sequence","12.51","",""
"01/11/2025 07:00:00 - 01/11/2025 07:15:00","BZN|FR","Sequence Sequence 2","14.92","",""
"01/11/2025 07:00:00 - 01/11/2025 07:15:00","BZN|FR","Without Sequence","14.92","",""
"01/11/2025 07:15:00 - 01/11/2025 07:30:00","BZN|FR","Sequence Sequence 2","14.63","",""
"01/11/2025 07:15:00 - 01/11/2025 07:30:00","BZN|FR","Without Sequence","14.63","",""
"01/11/2025 07:30:00 - 01/11/2025 07:45:00","BZN|FR","Sequence Sequence 2","14.77","",""
"01/11/2025 07:30:00 - 01/11/2025 07:45:00","BZN|FR","Without Sequence","14.77","",""
"01/11/2025 07:45:00 - 01/11/2025 08:00:00","BZN|FR","Sequence Sequence 2","10.67","",""
"01/11/2025 07:45:00 - 01/11/2025 08:00:00","BZN|FR","Without Sequence","10.67","",""
"01/11/2025 08:00:00 - 01/11/2025 08:15:00","BZN|FR","Sequence Sequence 2","16.22","",""
"01/11/2025 08:00:00 - 01/11/2025 08:15:00","BZN|FR","Without Sequence","16.22","",""
"01/11/2025 08:15:00 - 01/11/2025 08:30:00","BZN|FR","Sequence Sequence 2","16.67","",""
"01/11/2025 08:15:00 - 01/11/2025 08:30:00","BZN|FR","Without Sequence","16.67","",""
"01/11/2025 08:30:00 - 01/11/2025 08:45:00","BZN|FR","Sequence Sequence 2","16.32","",""
"01/11/2025 08:30:00 - 01/11/2025 08:45:00","BZN|FR","Without Sequence","16.32","",""
"01/11/2025 08:45:00 - 01/11/2025 09:00:00","BZN|FR","Sequence Sequence 2","14.40","",""
"01/11/2025 08:45:00 - 01/11/2025 09:00:00","BZN|FR","Without Sequence","14.40","",""
"01/11/2025 09:00:00 - 01/11/2025 09:15:00","BZN|FR","Sequence Sequence 2","36.11","",""
"01/11/2025 09:00:00 - 01/11/2025 09:15:00","BZN|FR","Without Sequence","36.11","",""
"01/11/2025 09:15:00 - 01/11/2025 09:30:00","BZN|FR","Sequence Sequence 2","25.29","",""
"01/11/2025 09:15:00 - 01/11/2025 09:30:00","BZN|FR","Without Sequence","25.29","",""
"01/11/2025 09:30:00 - 01/11/2025 09:45:00","BZN|FR","Sequence Sequence 2","20.10","",""
"01/11/2025 09:30:00 - 01/11/2025 09:45:00","BZN|FR","Without Sequence","20.10","",""
"01/11/2025 09:45:00 - 01/11/2025 10:00:00","BZN|FR","Sequence Sequence 2","13.48","",""
"01/11/2025 09:45:00 - 01/11/2025 10:00:00","BZN|FR","Without Sequence","13.48","",""
"01/11/2025 10:00:00 - 01/11/2025 10:15:00","BZN|FR","Sequence Sequence 2","23.72","",""
"01/11/2025 10:00:00 - 01/11/2025 10:15:00","BZN|FR","Without Sequence","23.72","",""
"01/11/2025 10:15:00 - 01/11/2025 10:30:00","BZN|FR","Sequence Sequence 2","18.08","",""
"01/11/2025 10:15:00 - 01/11/2025 10:30:00","BZN|FR","Without Sequence","18.08","",""
"01/11/2025 10:30:00 - 01/11/2025 10:45:00","BZN|FR","Sequence Sequence 2","16.40","",""
"01/11/2025 10:30:00 - 01/11/2025 10:45:00","BZN|FR","Without Sequence","16.40","",""
"01/11/2025 10:45:00 - 01/11/2025 11:00:00","BZN|FR","Sequence Sequence 2","15.00","",""
"01/11/2025 10:45:00 - 01/11/2025 11:00:00","BZN|FR","Without Sequence","15.00","",""
"01/11/2025 11:00:00 - 01/11/2025 11:15:00","BZN|FR","Sequence Sequence 2","15.00","",""
"01/11/2025 11:00:00 - 01/11/2025 11:15:00","BZN|FR","Without Sequence","15.00","",""
"01/11/2025 11:15:00 - 01/11/2025 11:30:00","BZN|FR","Sequence Sequence 2","15.06","",""
"01/11/2025 11:15:00 - 01/11/2025 11:30:00","BZN|FR","Without Sequence","15.06","",""
"01/11/2025 11:30:00 - 01/11/2025 11:45:00","BZN|FR","Sequence Sequence 2","15.00","",""
"01/11/2025 11:30:00 - 01/11/2025 11:45:00","BZN|FR","Without Sequence","15.00","",""
"01/11/2025 11:45:00 - 01/11/2025 12:00:00","BZN|FR","Sequence Sequence 2","17.97","",""
"01/11/2025 11:45:00 - 01/11/2025 12:00:00","BZN|FR","Without Sequence","17.97","",""
"01/11/2025 12:00:00 - 01/11/2025 12:15:00","BZN|FR","Sequence Sequence 2","14.85","",""
"01/11/2025 12:00:00 - 01/11/2025 12:15:00","BZN|FR","Without Sequence","14.85","",""
"01/11/2025 12:15:00 - 01/11/2025 12:30:00","BZN|FR","Sequence Sequence 2","18.00","",""
"01/11/2025 12:15:00 - 01/11/2025 12:30:00","BZN|FR","Without Sequence","18.00","",""
"01/11/2025 12:30:00 - 01/11/2025 12:45:00","BZN|FR","Sequence Sequence 2","24.78","",""
"01/11/2025 12:30:00 - 01/11/2025 12:45:00","BZN|FR","Without Sequence","24.78","",""
"01/11/2025 12:45:00 - 01/11/2025 13:00:00","BZN|FR","Sequence Sequence 2","26.43","",""
"01/11/2025 12:45:00 - 01/11/2025 13:00:00","BZN|FR","Without Sequence","26.43","",""
"01/11/2025 13:00:00 - 01/11/2025 13:15:00","BZN|FR","Sequence Sequence 2","20.25","",""
"01/11/2025 13:00:00 - 01/11/2025 13:15:00","BZN|FR","Without Sequence","20.25","",""
"01/11/2025 13:15:00 - 01/11/2025 13:30:00","BZN|FR","Sequence Sequence 2","18.22","",""
"01/11/2025 13:15:00 - 01/11/2025 13:30:00","BZN|FR","Without Sequence","18.22","",""
"01/11/2025 13:30:00 - 01/11/2025 13:45:00","BZN|FR","Sequence Sequence 2","15.75","",""
"01/11/2025 13:30:00 - 01/11/2025 13:45:00","BZN|FR","Without Sequence","15.75","",""
"01/11/2025 13:45:00 - 01/11/2025 14:00:00","BZN|FR","Sequence Sequence 2","16.09","",""
"01/11/2025 13:45:00 - 01/11/2025 14:00:00","BZN|FR","Without Sequence","16.09","",""
"01/11/2025 14:00:00 - 01/11/2025 14:15:00","BZN|FR","Sequence Sequence 2","15.00","",""
"01/11/2025 14:00:00 - 01/11/2025 14:15:00","BZN|FR","Without Sequence","15.00","",""
"01/11/2025 14:15:00 - 01/11/2025 14:30:00","BZN|FR","Sequence Sequence 2","14.74","",""
"01/11/2025 14:15:00 - 01/11/2025 14:30:00","BZN|FR","Without Sequence","14.74","",""
"01/11/2025 14:30:00 - 01/11/2025 14:45:00","BZN|FR","Sequence Sequence 2","15.36","",""
"01/11/2025 14:30:00 - 01/11/2025 14:45:00","BZN|FR","Without Sequence","15.36","",""
"01/11/2025 14:45:00 - 01/11/2025 15:00:00","BZN|FR","Sequence Sequence 2","15.75","",""
"01/11/2025 14:45:00 - 01/11/2025 15:00:00","BZN|FR","Without Sequence","15.75","",""
"01/11/2025 15:00:00 - 01/11/2025 15:15:00","BZN|FR","Sequence Sequence 2","16.39","",""
"01/11/2025 15:00:00 - 01/11/2025 15:15:00","BZN|FR","Without Sequence","16.39","",""
"01/11/2025 15:15:00 - 01/11/2025 15:30:00","BZN|FR","Sequence Sequence 2","17.62","",""
"01/11/2025 15:15:00 - 01/11/2025 15:30:00","BZN|FR","Without Sequence","17.62","",""
"01/11/2025 15:30:00 - 01/11/2025 15:45:00","BZN|FR","Sequence Sequence 2","20.10","",""
"01/11/2025 15:30:00 - 01/11/2025 15:45:00","BZN|FR","Without Sequence","20.10","",""
"01/11/2025 15:45:00 - 01/11/2025 16:00:00","BZN|FR","Sequence Sequence 2","29.92","",""
"01/11/2025 15:45:00 - 01/11/2025 16:00:00","BZN|FR","Without Sequence","29.92","",""
"01/11/2025 16:00:00 - 01/11/2025 16:15:00","BZN|FR","Sequence Sequence 2","16.90","",""
"01/11/2025 16:00:00 - 01/11/2025 16:15:00","BZN|FR","Without Sequence","16.90","",""
"01/11/2025 16:15:00 - 01/11/2025 16:30:00","BZN|FR","Sequence Sequence 2","36.00","",""
"01/11/2025 16:15:00 - 01/11/2025 16:30:00","BZN|FR","Without Sequence","36.00","",""
"01/11/2025 16:30:00 - 01/11/2025 16:45:00","BZN|FR","Sequence Sequence 2","41.30","",""
"01/11/2025 16:30:00 - 01/11/2025 16:45:00","BZN|FR","Without Sequence","41.30","",""
"01/11/2025 16:45:00 - 01/11/2025 17:00:00","BZN|FR","Sequence Sequence 2","50.68","",""
"01/11/2025 16:45:00 - 01/11/2025 17:00:00","BZN|FR","Without Sequence","50.68","",""
"01/11/2025 17:00:00 - 01/11/2025 17:15:00","BZN|FR","Sequence Sequence 2","25.29","",""
"01/11/2025 17:00:00 - 01/11/2025 17:15:00","BZN|FR","Without Sequence","25.29","",""
"01/11/2025 17:15:00 - 01/11/2025 17:30:00","BZN|FR","Sequence Sequence 2","46.64","",""
"01/11/2025 17:15:00 - 01/11/2025 17:30:00","BZN|FR","Without Sequence","46.64","",""
"01/11/2025 17:30:00 - 01/11/2025 17:45:00","BZN|FR","Sequence Sequence 2","71.92","",""
"01/11/2025 17:30:00 - 01/11/2025 17:45:00","BZN|FR","Without Sequence","71.92","",""
"01/11/2025 17:45:00 - 01/11/2025 18:00:00","BZN|FR","Sequence Sequence 2","76.56","",""
"01/11/2025 17:45:00 - 01/11/2025 18:00:00","BZN|FR","Without Sequence","76.56","",""
"01/11/2025 18:00:00 - 01/11/2025 18:15:00","BZN|FR","Sequence Sequence 2","78.75","",""
"01/11/2025 18:00:00 - 01/11/2025 18:15:00","BZN|FR","Without Sequence","78.75","",""
"01/11/2025 18:15:00 - 01/11/2025 18:30:00","BZN|FR","Sequence Sequence 2","79.96","",""
"01/11/2025 18:15:00 - 01/11/2025 18:30:00","BZN|FR","Without Sequence","79.96","",""
"01/11/2025 18:30:00 - 01/11/2025 18:45:00","BZN|FR","Sequence Sequence 2","85.00","",""
"01/11/2025 18:30:00 - 01/11/2025 18:45:00","BZN|FR","Without Sequence","85.00","",""
"01/11/2025 18:45:00 - 01/11/2025 19:00:00","BZN|FR","Sequence Sequence 2","85.88","",""
"01/11/2025 18:45:00 - 01/11/2025 19:00:00","BZN|FR","Without Sequence","85.88","",""
"01/11/2025 19:00:00 - 01/11/2025 19:15:00","BZN|FR","Sequence Sequence 2","85.71","",""
"01/11/2025 19:00:00 - 01/11/2025 19:15:00","BZN|FR","Without Sequence","85.71","",""
"01/11/2025 19:15:00 - 01/11/2025 19:30:00","BZN|FR","Sequence Sequence 2","87.59","",""
"01/11/2025 19:15:00 - 01/11/2025 19:30:00","BZN|FR","Without Sequence","87.59","",""
"01/11/2025 19:30:00 - 01/11/2025 19:45:00","BZN|FR","Sequence Sequence 2","74.48","",""
"01/11/2025 19:30:00 - 01/11/2025 19:45:00","BZN|FR","Without Sequence","74.48","",""
"01/11/2025 19:45:00 - 01/11/2025 20:00:00","BZN|FR","Sequence Sequence 2","49.10","",""
"01/11/2025 19:45:00 - 01/11/2025 20:00:00","BZN|FR","Without Sequence","49.10","",""
"01/11/2025 20:00:00 - 01/11/2025 20:15:00","BZN|FR","Sequence Sequence 2","45.50","",""
"01/11/2025 20:00:00 - 01/11/2025 20:15:00","BZN|FR","Without Sequence","45.50","",""
"01/11/2025 20:15:00 - 01/11/2025 20:30:00","BZN|FR","Sequence Sequence 2","50.00","",""
"01/11/2025 20:15:00 - 01/11/2025 20:30:00","BZN|FR","Without Sequence","50.00","",""
"01/11/2025 20:30:00 - 01/11/2025 20:45:00","BZN|FR","Sequence Sequence 2","26.70","",""
"01/11/2025 20:30:00 - 01/11/2025 20:45:00","BZN|FR","Without Sequence","26.70","",""
"01/11/2025 20:45:00 - 01/11/2025 21:00:00","BZN|FR","Sequence Sequence 2","21.17","",""
"01/11/2025 20:45:00 - 01/11/2025 21:00:00","BZN|FR","Without Sequence","21.17","",""
"01/11/2025 21:00:00 - 01/11/2025 21:15:00","BZN|FR","Sequence Sequence 2","29.27","",""
"01/11/2025 21:00:00 - 01/11/2025 21:15:00","BZN|FR","Without Sequence","29.27","",""
"01/11/2025 21:15:00 - 01/11/2025 21:30:00","BZN|FR","Sequence Sequence 2","28.41","",""
"01/11/2025 21:15:00 - 01/11/2025 21:30:00","BZN|FR","Without Sequence","28.41","",""
"01/11/2025 21:30:00 - 01/11/2025 21:45:00","BZN|FR","Sequence Sequence 2","22.25","",""
"01/11/2025 21:30:00 - 01/11/2025 21:45:00","BZN|FR","Without Sequence","22.25","",""
"01/11/2025 21:45:00 - 01/11/2025 22:00:00","BZN|FR","Sequence Sequence 2","15.22","",""
"01/11/2025 21:45:00 - 01/11/2025 22:00:00","BZN|FR","Without Sequence","15.22","",""
"01/11/2025 22:00:00 - 01/11/2025 22:15:00","BZN|FR","Sequence Sequence 2","19.48","",""
"01/11/2025 22:00:00 - 01/11/2025 22:15:00","BZN|FR","Without Sequence","19.48","",""
"01/11/2025 22:15:00 - 01/11/2025 22:30:00","BZN|FR","Sequence Sequence 2","23.77","",""
"01/11/2025 22:15:00 - 01/11/2025 22:30:00","BZN|FR","Without Sequence","23.77","",""
"01/11/2025 22:30:00 - 01/11/2025 22:45:00","BZN|FR","Sequence Sequence 2","68.56","",""
"01/11/2025 22:30:00 - 01/11/2025 22:45:00","BZN|FR","Without Sequence","68.56","",""
"01/11/2025 22:45:00 - 01/11/2025 23:00:00","BZN|FR","Sequence Sequence 2","62.23","",""
"01/11/2025 22:45:00 - 01/11/2025 23:00:00","BZN|FR","Without Sequence","62.23","",""
"01/11/2025 23:00:00 - 01/11/2025 23:15:00","BZN|FR","Sequence Sequence 2","52.73","",""
"01/11/2025 23:00:00 - 01/11/2025 23:15:00","BZN|FR","Without Sequence","52.73","",""
"01/11/2025 23:15:00 - 01/11/2025 23:30:00","BZN|FR","Sequence Sequence 2","35.28","",""
"01/11/2025 23:15:00 - 01/11/2025 23:30:00","BZN|FR","Without Sequence","35.28","",""
"01/11/2025 23:30:00 - 01/11/2025 23:45:00","BZN|FR","Sequence Sequence 2","57.02","",""
"01/11/2025 23:30:00 - 01/11/2025 23:45:00","BZN|FR","Without Sequence","57.02","",""
"01/11/2025 23:45:00 - 02/11/2025 00:00:00","BZN|FR","Sequence Sequence 2","36.94","",""
"01/11/2025 23:45:00 - 02/11/2025 00:00:00","BZN|FR","Without Sequence","36.94","",""
